locus_tag	ftype	length_bp	gene	EC_number	COG	product
SEQF10000.1_01440	CDS	1269	hadB_2	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit
SEQF10000.1_01441	CDS	792	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
SEQF10000.1_01442	CDS	441	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
SEQF10000.1_01443	CDS	1485				hypothetical protein
SEQF10000.1_01444	CDS	1560	ydiF_1	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
SEQF10000.1_01445	CDS	1488				hypothetical protein
SEQF10000.1_01446	CDS	1212	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
SEQF10000.1_01447	CDS	648	ribE	2.5.1.9		Riboflavin synthase
SEQF10000.1_01448	CDS	1080	ribD		COG0117	Riboflavin biosynthesis protein RibD
SEQF10000.1_01449	CDS	462	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
SEQF10000.1_01450	misc_RNA	116				FMN
SEQF10000.1_01451	CDS	816				hypothetical protein
SEQF10000.1_01452	CDS	114				hypothetical protein
SEQF10000.1_01453	CDS	549	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
SEQF10000.1_01454	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
SEQF10000.1_01455	CDS	1080	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
SEQF10000.1_01456	CDS	1035	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
SEQF10000.1_01457	CDS	2259	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
SEQF10000.1_01458	CDS	207				hypothetical protein
SEQF10000.1_01459	CDS	1266	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
SEQF10000.1_01460	CDS	366	mgsR		COG1393	Regulatory protein MgsR
SEQF10000.1_01461	CDS	1146	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
SEQF10000.1_01462	CDS	1317	der		COG1160	GTPase Der
SEQF10000.1_01463	CDS	1704				hypothetical protein
SEQF10000.1_01464	CDS	708	deoD_2	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
SEQF10000.1_01465	CDS	681				hypothetical protein
SEQF10000.1_01466	CDS	504	isiB		COG0716	Flavodoxin
SEQF10000.1_01467	CDS	447				hypothetical protein
SEQF10000.1_01468	CDS	213				hypothetical protein
SEQF10000.1_01469	CDS	111				hypothetical protein
SEQF10000.1_01470	CDS	264	yoeB	3.1.-.-	COG4115	Toxin YoeB
SEQF10000.1_01471	CDS	255				hypothetical protein
SEQF10000.1_01472	CDS	768	cntK	5.1.1.24		Histidine racemase
SEQF10000.1_01473	CDS	837	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
SEQF10000.1_01474	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
SEQF10000.1_01475	CDS	672	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
SEQF10000.1_01476	CDS	1761				hypothetical protein
SEQF10000.1_01477	CDS	423				hypothetical protein
SEQF10000.1_01478	CDS	819				hypothetical protein
SEQF10000.1_01479	CDS	924				hypothetical protein
SEQF10000.1_01480	CDS	549	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
SEQF10000.1_01481	CDS	456				Single-stranded DNA-binding protein
SEQF10000.1_01482	CDS	2685	polA	2.7.7.7		DNA polymerase I
SEQF10000.1_01483	CDS	891	whiA		COG1481	putative cell division protein WhiA
SEQF10000.1_01484	CDS	966	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
SEQF10000.1_01485	CDS	687	scpA		COG1354	Segregation and condensation protein A
SEQF10000.1_01486	CDS	1461	murJ_1		COG0728	putative lipid II flippase MurJ
SEQF10000.1_01487	CDS	1446				hypothetical protein
SEQF10000.1_01488	CDS	681				hypothetical protein
SEQF10000.1_01489	CDS	1173	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
SEQF10000.1_01490	CDS	540				hypothetical protein
SEQF10000.1_01491	CDS	528	chrA1			Chromate transport protein
SEQF10000.1_01492	CDS	1002	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
SEQF10000.1_01493	CDS	423				hypothetical protein
SEQF10000.1_01494	CDS	1512				hypothetical protein
SEQF10000.1_01495	CDS	1437	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
SEQF10000.1_01496	CDS	663				hypothetical protein
SEQF10000.1_01497	CDS	741				hypothetical protein
SEQF10000.1_01498	CDS	297				hypothetical protein
SEQF10000.1_01499	CDS	2286	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
SEQF10000.1_01500	CDS	789	ttcA_1	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
SEQF10000.1_01501	CDS	747	ttcA_2	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
SEQF10000.1_01502	CDS	684	czcR			Transcriptional activator protein CzcR
SEQF10000.1_01503	CDS	2529	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
SEQF10000.1_01504	CDS	1146	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
SEQF10000.1_01505	CDS	1464	murJ_2			lipid II flippase MurJ
SEQF10000.1_01506	CDS	849	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
SEQF10000.1_01507	CDS	699				hypothetical protein
SEQF10000.1_01508	CDS	6900				hypothetical protein
SEQF10000.1_01509	CDS	1635				hypothetical protein
SEQF10000.1_01510	CDS	1203	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
SEQF10000.1_01511	CDS	882				hypothetical protein
SEQF10000.1_01512	CDS	1359		3.4.13.-		Putative dipeptidase
SEQF10000.1_01513	CDS	735				hypothetical protein
SEQF10000.1_01514	CDS	1308				hypothetical protein
SEQF10000.1_01515	CDS	4353	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
SEQF10000.1_01516	CDS	567			COG4752	putative protein
SEQF10000.1_01517	CDS	711	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
SEQF10000.1_01518	CDS	519	rimM			Ribosome maturation factor RimM
SEQF10000.1_01519	CDS	240				hypothetical protein
SEQF10000.1_01520	CDS	246				hypothetical protein
SEQF10000.1_01521	CDS	807	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SEQF10000.1_01522	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
SEQF10000.1_01523	CDS	708	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
SEQF10000.1_01524	CDS	765	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
SEQF10000.1_01525	CDS	639	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
SEQF10000.1_01526	CDS	675				hypothetical protein
SEQF10000.1_01527	CDS	1602	rqcH		COG1293	Rqc2 RqcH
SEQF10000.1_01528	CDS	639				hypothetical protein
SEQF10000.1_01529	CDS	858	cvfB			Conserved virulence factor B
SEQF10000.1_01530	CDS	330				hypothetical protein
SEQF10000.1_01531	CDS	642	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SEQF10000.1_01532	CDS	750				hypothetical protein
SEQF10000.1_01533	CDS	933				hypothetical protein
SEQF10000.1_01534	CDS	1182	sstT			Serine/threonine transporter SstT
SEQF10000.1_01535	CDS	1785	hflX			GTPase HflX
SEQF10000.1_01536	CDS	1338	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
SEQF10000.1_01537	CDS	510	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
SEQF10000.1_01538	CDS	2205	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
SEQF10000.1_01539	CDS	990	fba	4.1.2.13		Fructose-bisphosphate aldolase
SEQF10000.1_01540	CDS	489				hypothetical protein
SEQF10000.1_01541	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
SEQF10000.1_01542	CDS	615				hypothetical protein
SEQF10000.1_01543	CDS	1002	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
SEQF10000.1_01544	CDS	480				hypothetical protein
SEQF10000.1_01545	CDS	2124	bamA			Outer membrane protein assembly factor BamA
SEQF10000.1_01546	CDS	4020				hypothetical protein
SEQF10000.1_01547	CDS	705	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
SEQF10000.1_01548	CDS	1893	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SEQF10000.1_01549	CDS	660	ktrA		COG0569	Ktr system potassium uptake protein A
SEQF10000.1_01550	CDS	1335	ktrB		COG0168	Ktr system potassium uptake protein B
SEQF10000.1_01551	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
SEQF10000.1_01552	CDS	1380	mepA_3			Multidrug export protein MepA
SEQF10000.1_01553	CDS	1617	clcA			H(+)/Cl(-) exchange transporter ClcA
SEQF10000.1_01554	CDS	804	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
SEQF10000.1_01555	CDS	246				hypothetical protein
SEQF10000.1_01556	CDS	777	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
SEQF10000.1_01557	CDS	1035	hmuU_5		COG0609	Hemin transport system permease protein HmuU
SEQF10000.1_01558	CDS	1482	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
SEQF10000.1_01559	CDS	402				IS200/IS605 family transposase ISPlu2
SEQF10000.1_01560	CDS	753				hypothetical protein
SEQF10000.1_01561	CDS	1428				hypothetical protein
SEQF10000.1_01562	CDS	882				hypothetical protein
SEQF10000.1_01563	CDS	1110				hypothetical protein
SEQF10000.1_01564	CDS	2202				hypothetical protein
SEQF10000.1_01565	CDS	495				hypothetical protein
SEQF10000.1_01566	CDS	993	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
SEQF10000.1_01567	CDS	279	cas2	3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2
	repeat_region	6070				
SEQF10000.1_01568	CDS	405	tufA		COG0050	Elongation factor Tu
SEQF10000.1_01569	CDS	11307				hypothetical protein
SEQF10000.1_01570	CDS	414				hypothetical protein
SEQF10000.1_01571	CDS	429				hypothetical protein
SEQF10000.1_01572	CDS	729				hypothetical protein
SEQF10000.1_01573	CDS	789				hypothetical protein
SEQF10000.1_01574	CDS	819				hypothetical protein
SEQF10000.1_01575	CDS	933				hypothetical protein
SEQF10000.1_01576	CDS	636				hypothetical protein
SEQF10000.1_01577	CDS	528				hypothetical protein
SEQF10000.1_01578	CDS	879				hypothetical protein
SEQF10000.1_01579	CDS	426				hypothetical protein
SEQF10000.1_01580	CDS	252				hypothetical protein
SEQF10000.1_01581	CDS	147				hypothetical protein
SEQF10000.1_01582	CDS	312				hypothetical protein
SEQF10000.1_01583	CDS	162				hypothetical protein
SEQF10000.1_01584	CDS	309				hypothetical protein
SEQF10000.1_01585	CDS	306				hypothetical protein
SEQF10000.1_01586	CDS	1047				hypothetical protein
SEQF10000.1_01587	CDS	708				hypothetical protein
SEQF10000.1_01588	CDS	1320				hypothetical protein
SEQF10000.1_01589	CDS	363				hypothetical protein
SEQF10000.1_01590	CDS	2550	clpB1		COG0542	Chaperone protein ClpB 1
SEQF10000.1_01591	CDS	1398				hypothetical protein
SEQF10000.1_01592	CDS	1473	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
SEQF10000.1_01593	CDS	537	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
SEQF10000.1_01594	CDS	879	cntI			Pseudopaline exporter CntI
SEQF10000.1_01595	CDS	510				hypothetical protein
SEQF10000.1_01596	CDS	522				hypothetical protein
SEQF10000.1_01597	CDS	165				hypothetical protein
SEQF10000.1_01598	CDS	654				hypothetical protein
SEQF10000.1_01599	CDS	657				hypothetical protein
SEQF10000.1_01600	CDS	825	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SEQF10000.1_01601	CDS	693	ureG			Urease accessory protein UreG
SEQF10000.1_01602	CDS	1200				hypothetical protein
SEQF10000.1_01603	CDS	225				hypothetical protein
SEQF10000.1_01604	CDS	645	lexA_2	3.4.21.88		LexA repressor
SEQF10000.1_01605	CDS	864	yddE	5.1.-.-	COG0384	putative isomerase YddE
SEQF10000.1_01606	CDS	699				hypothetical protein
SEQF10000.1_01607	CDS	1089	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
SEQF10000.1_01608	misc_RNA	334				RNaseP_bact_a
SEQF10000.1_01609	CDS	528				hypothetical protein
SEQF10000.1_01610	CDS	777			COG0327	GTP cyclohydrolase 1 type 2 
SEQF10000.1_01611	CDS	867				hypothetical protein
SEQF10000.1_01612	CDS	1311	rpoD			RNA polymerase sigma factor RpoD
SEQF10000.1_01613	CDS	1827	dnaG	2.7.7.-		DNA primase
SEQF10000.1_01614	CDS	1650	surA	5.2.1.8		Chaperone SurA
SEQF10000.1_01615	CDS	1386	atoC_2		COG2204	Regulatory protein AtoC
SEQF10000.1_01616	CDS	1002				hypothetical protein
SEQF10000.1_01617	CDS	681	tmk	2.7.4.9	COG0125	Thymidylate kinase
SEQF10000.1_01618	CDS	1155	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
SEQF10000.1_01619	CDS	825				hypothetical protein
SEQF10000.1_01620	CDS	693	uppS	2.5.1.-		Isoprenyl transferase
SEQF10000.1_01621	CDS	2748	cpoB_2			Cell division coordinator CpoB
SEQF10000.1_01622	CDS	369				hypothetical protein
SEQF10000.1_01623	CDS	612	tolQ_3			Tol-Pal system protein TolQ
SEQF10000.1_01624	CDS	435	tolR_3			Tol-Pal system protein TolR
SEQF10000.1_01625	CDS	762				hypothetical protein
SEQF10000.1_01626	CDS	1194	ntrC		COG2204	DNA-binding transcriptional regulator NtrC
SEQF10000.1_01627	CDS	1407	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
SEQF10000.1_01628	CDS	825				hypothetical protein
SEQF10000.1_01629	CDS	450	rplI			50S ribosomal protein L9
SEQF10000.1_01630	CDS	1341	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
SEQF10000.1_01631	CDS	1221				hypothetical protein
SEQF10000.1_01632	CDS	669				hypothetical protein
SEQF10000.1_01633	CDS	495				hypothetical protein
SEQF10000.1_01634	CDS	756	yjjP_1		COG2966	Inner membrane protein YjjP
SEQF10000.1_01635	CDS	753	yfiC_1	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
SEQF10000.1_01636	CDS	924				hypothetical protein
SEQF10000.1_01637	CDS	1146	bcd_2	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
SEQF10000.1_01638	CDS	798	carD_4	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
SEQF10000.1_01639	CDS	1011	carE_3	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
SEQF10000.1_01640	CDS	282	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
SEQF10000.1_01641	CDS	633	adk	2.7.4.3		Adenylate kinase
SEQF10000.1_01642	CDS	759	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
SEQF10000.1_01643	CDS	555	resA_2			Thiol-disulfide oxidoreductase ResA
SEQF10000.1_01644	CDS	384				hypothetical protein
SEQF10000.1_01645	CDS	2619				hypothetical protein
SEQF10000.1_01646	CDS	1338	yeeO_2		COG0534	putative FMN/FAD exporter YeeO
SEQF10000.1_01647	CDS	300				hypothetical protein
SEQF10000.1_01648	CDS	885	mneP		COG0053	Manganese efflux system protein MneP
SEQF10000.1_01649	CDS	513				hypothetical protein
SEQF10000.1_01650	CDS	804	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
SEQF10000.1_01651	CDS	939				hypothetical protein
SEQF10000.1_01652	CDS	1473	speA	4.1.1.19	COG1982	Arginine decarboxylase
SEQF10000.1_01653	CDS	558	aroK	2.7.1.71		Shikimate kinase
SEQF10000.1_01654	CDS	690				hypothetical protein
SEQF10000.1_01655	CDS	330	hxlR		COG1733	HTH-type transcriptional activator HxlR
SEQF10000.1_01656	CDS	393				hypothetical protein
SEQF10000.1_01657	CDS	1209				hypothetical protein
SEQF10000.1_01658	CDS	750	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SEQF10000.1_01659	CDS	12519				hypothetical protein
SEQF10000.1_01660	CDS	1335	mepA_4			Multidrug export protein MepA
SEQF10000.1_01661	CDS	612				hypothetical protein
SEQF10000.1_01662	CDS	528				hypothetical protein
SEQF10000.1_01663	CDS	1203				ISL3 family transposase ISFnu5
	repeat_region	1088				
SEQF10000.1_01664	CDS	768				hypothetical protein
SEQF10000.1_01665	CDS	621				hypothetical protein
SEQF10000.1_01666	CDS	726				hypothetical protein
	repeat_region	228				
SEQF10000.1_01667	CDS	2400				hypothetical protein
SEQF10000.1_01668	CDS	762				hypothetical protein
SEQF10000.1_01669	CDS	873				hypothetical protein
SEQF10000.1_01670	CDS	567				hypothetical protein
SEQF10000.1_01671	CDS	345				hypothetical protein
SEQF10000.1_01672	CDS	1470	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
SEQF10000.1_01673	CDS	2079	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
SEQF10000.1_01674	CDS	2100				hypothetical protein
SEQF10000.1_01675	CDS	495	ybeY	3.1.-.-		Endoribonuclease YbeY
SEQF10000.1_01676	CDS	738				hypothetical protein
SEQF10000.1_01677	CDS	1482				hypothetical protein
SEQF10000.1_01678	CDS	1509	dppA_2		COG0747	Periplasmic dipeptide transport protein
SEQF10000.1_01679	CDS	645				hypothetical protein
SEQF10000.1_01680	CDS	1140	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
SEQF10000.1_01681	CDS	645	yaaA		COG3022	Peroxide stress resistance protein YaaA
SEQF10000.1_01682	CDS	1152	iadA	3.4.19.-		Isoaspartyl dipeptidase
SEQF10000.1_01683	CDS	1047	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
SEQF10000.1_01684	CDS	270				hypothetical protein
SEQF10000.1_01685	CDS	1554	mtr	1.8.1.15	COG1249	Mycothione reductase
SEQF10000.1_01686	CDS	372	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
SEQF10000.1_01687	CDS	1764		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
SEQF10000.1_01688	CDS	336				hypothetical protein
SEQF10000.1_01689	CDS	1734				hypothetical protein
SEQF10000.1_01690	CDS	1323	mepA_5		COG0534	Multidrug export protein MepA
SEQF10000.1_01691	tRNA	77				tRNA-Pro(tgg)
SEQF10000.1_01692	tRNA	75				tRNA-Gln(ttg)
SEQF10000.1_01693	CDS	657		2.4.2.-	COG2071	Putative glutamine amidotransferase
SEQF10000.1_01694	CDS	231				hypothetical protein
SEQF10000.1_01695	CDS	783				hypothetical protein
SEQF10000.1_01696	CDS	597				hypothetical protein
SEQF10000.1_01697	CDS	1062				hypothetical protein
SEQF10000.1_01698	CDS	324	pemK	3.1.-.-		Endoribonuclease PemK
SEQF10000.1_01699	CDS	255				hypothetical protein
SEQF10000.1_01700	CDS	360	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
SEQF10000.1_01701	CDS	468				hypothetical protein
SEQF10000.1_01702	CDS	402				hypothetical protein
SEQF10000.1_01703	CDS	180				hypothetical protein
SEQF10000.1_01704	CDS	792	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SEQF10000.1_01705	CDS	480				hypothetical protein
SEQF10000.1_01706	CDS	459				hypothetical protein
SEQF10000.1_01707	CDS	477				hypothetical protein
SEQF10000.1_01708	CDS	357				hypothetical protein
SEQF10000.1_01709	CDS	309				hypothetical protein
SEQF10000.1_01710	CDS	363				hypothetical protein
SEQF10000.1_01711	CDS	309				hypothetical protein
SEQF10000.1_01712	CDS	948				hypothetical protein
SEQF10000.1_01713	CDS	753				hypothetical protein
SEQF10000.1_01714	CDS	156				hypothetical protein
SEQF10000.1_01715	CDS	303				hypothetical protein
SEQF10000.1_01716	CDS	420				hypothetical protein
SEQF10000.1_01717	CDS	312				hypothetical protein
SEQF10000.1_01718	CDS	267				hypothetical protein
SEQF10000.1_01719	CDS	567				hypothetical protein
SEQF10000.1_01720	CDS	564				hypothetical protein
SEQF10000.1_01721	CDS	279				hypothetical protein
SEQF10000.1_01722	CDS	504				hypothetical protein
SEQF10000.1_01723	CDS	429				hypothetical protein
SEQF10000.1_01724	CDS	816				hypothetical protein
SEQF10000.1_01725	CDS	588	yqcF			Antitoxin YqcF
SEQF10000.1_01726	CDS	351				hypothetical protein
SEQF10000.1_01727	CDS	306				hypothetical protein
SEQF10000.1_01728	CDS	471	yxxD			Antitoxin YxxD
SEQF10000.1_01729	CDS	1059				hypothetical protein
SEQF10000.1_01730	CDS	789				hypothetical protein
SEQF10000.1_01731	CDS	699				hypothetical protein
SEQF10000.1_01732	CDS	891				hypothetical protein
SEQF10000.1_01733	CDS	90				hypothetical protein
SEQF10000.1_01734	misc_RNA	74				Glycine
SEQF10000.1_01735	CDS	1377	alsT_2		COG1115	Amino-acid carrier protein AlsT
SEQF10000.1_01736	CDS	744	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
SEQF10000.1_01737	CDS	1545				hypothetical protein
SEQF10000.1_01738	CDS	2853	uvrA			UvrABC system protein A
SEQF10000.1_01739	CDS	588	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
SEQF10000.1_01740	CDS	585	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
SEQF10000.1_01741	tRNA	75				tRNA-Gln(ttg)
SEQF10000.1_01742	CDS	291	spoVG			Putative septation protein SpoVG
SEQF10000.1_01743	CDS	864	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
SEQF10000.1_01744	CDS	306				hypothetical protein
SEQF10000.1_01745	CDS	2952	mfd	3.6.4.-		Transcription-repair-coupling factor
SEQF10000.1_01746	CDS	1848	mnmG_2			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SEQF10000.1_01747	CDS	1374	mnmE_2	3.6.5.-	COG0486	tRNA modification GTPase MnmE
SEQF10000.1_01748	CDS	696				hypothetical protein
SEQF10000.1_01749	CDS	618	yidC2		COG0706	Membrane protein insertase YidC 2
SEQF10000.1_01750	CDS	210	yidD		COG0759	Putative membrane protein insertion efficiency factor
SEQF10000.1_01751	CDS	333	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
SEQF10000.1_01752	CDS	135	rpmH			50S ribosomal protein L34
SEQF10000.1_01753	CDS	1740				hypothetical protein
SEQF10000.1_01754	CDS	213				hypothetical protein
SEQF10000.1_01755	CDS	1095	recF_2		COG1195	DNA replication and repair protein RecF
SEQF10000.1_01756	CDS	300				hypothetical protein
SEQF10000.1_01757	CDS	1917	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
SEQF10000.1_01758	CDS	2433	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
SEQF10000.1_01759	CDS	456				hypothetical protein
SEQF10000.1_01760	CDS	1014	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
SEQF10000.1_01761	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
SEQF10000.1_01762	CDS	561	pth	3.1.1.29		Peptidyl-tRNA hydrolase
SEQF10000.1_01763	CDS	1311	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
SEQF10000.1_01764	CDS	954	rnfD	7.1.1.-	COG4658	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
SEQF10000.1_01765	CDS	534	rnfG	7.2.1.2	COG4659	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit G
SEQF10000.1_01766	CDS	606	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
SEQF10000.1_01767	CDS	585	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
SEQF10000.1_01768	CDS	957	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
SEQF10000.1_01769	CDS	1638				hypothetical protein
SEQF10000.1_01770	CDS	102				hypothetical protein
SEQF10000.1_01771	CDS	198				hypothetical protein
SEQF10000.1_01772	CDS	249				hypothetical protein
SEQF10000.1_01773	CDS	738	mngR		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
SEQF10000.1_01774	CDS	1026	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
SEQF10000.1_01775	CDS	792	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
SEQF10000.1_01776	CDS	1308	msmE		COG1653	Multiple sugar-binding protein
SEQF10000.1_01777	CDS	888	lacF			Lactose transport system permease protein LacF
SEQF10000.1_01778	CDS	837	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
SEQF10000.1_01779	CDS	1122	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
SEQF10000.1_01780	CDS	765	gamR			HTH-type transcriptional repressor GamR
SEQF10000.1_01781	CDS	540				hypothetical protein
SEQF10000.1_01782	CDS	1140				hypothetical protein
SEQF10000.1_01783	CDS	378	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
SEQF10000.1_01784	CDS	1173	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
SEQF10000.1_01785	CDS	642	nth	4.2.99.18	COG0177	Endonuclease III
SEQF10000.1_01786	CDS	462				hypothetical protein
SEQF10000.1_01787	CDS	1209	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
SEQF10000.1_01788	CDS	399				hypothetical protein
SEQF10000.1_01789	CDS	2097	btuB_7			Vitamin B12 transporter BtuB
SEQF10000.1_01790	misc_RNA	175				Cobalamin
SEQF10000.1_01791	CDS	1965	btuB_8			Vitamin B12 transporter BtuB
SEQF10000.1_01792	CDS	876	btuF_5			Vitamin B12-binding protein
SEQF10000.1_01793	CDS	3738	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
SEQF10000.1_01794	CDS	2001	btuB_9			Vitamin B12 transporter BtuB
SEQF10000.1_01795	CDS	885	btuF_6			Vitamin B12-binding protein
SEQF10000.1_01796	CDS	1029	hmuU_6		COG0609	Hemin transport system permease protein HmuU
SEQF10000.1_01797	CDS	771	fepC_3		COG1120	Ferric enterobactin transport ATP-binding protein FepC
SEQF10000.1_01798	CDS	1113				hypothetical protein
SEQF10000.1_01799	CDS	1029		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
SEQF10000.1_01800	CDS	1029	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
SEQF10000.1_01801	CDS	1818				hypothetical protein
SEQF10000.1_01802	CDS	1056				hypothetical protein
SEQF10000.1_01803	CDS	1224	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
SEQF10000.1_01804	CDS	1689				hypothetical protein
